pr,repo,number,path,additions,deletions
odoo/design-themes#1256,odoo/design-themes,1256,theme_bookstore/views/new_page_template.xml,0,202
odoo/design-themes#1256,odoo/design-themes,1256,theme_bookstore/views/snippets/s_cover.xml,0,5
odoo/design-themes#1256,odoo/design-themes,1256,theme_buzzy/__manifest__.py,0,15
odoo/design-themes#1256,odoo/design-themes,1256,theme_buzzy/views/new_page_template.xml,0,376
odoo/design-themes#1256,odoo/design-themes,1256,theme_clean/__manifest__.py,0,1
odoo/design-themes#1256,odoo/design-themes,1256,theme_clean/views/new_page_template.xml,0,190
odoo/design-themes#1256,odoo/design-themes,1256,theme_cobalt/__manifest__.py,0,1
odoo/design-themes#1256,odoo/design-themes,1256,theme_cobalt/views/new_page_template.xml,0,182
odoo/design-themes#1256,odoo/design-themes,1256,theme_enark/__manifest__.py,0,14
odoo/design-themes#1256,odoo/design-themes,1256,theme_enark/views/new_page_template.xml,0,118
odoo/design-themes#1256,odoo/design-themes,1256,theme_graphene/__manifest__.py,0,6
odoo/design-themes#1256,odoo/design-themes,1256,theme_graphene/views/new_page_template.xml,0,240
odoo/design-themes#1256,odoo/design-themes,1256,theme_kea/__manifest__.py,0,6
odoo/design-themes#1256,odoo/design-themes,1256,theme_kea/views/new_page_template.xml,0,254
odoo/design-themes#1256,odoo/design-themes,1256,theme_kiddo/__manifest__.py,0,6
odoo/design-themes#1256,odoo/design-themes,1256,theme_kiddo/views/new_page_template.xml,0,370
odoo/design-themes#1256,odoo/design-themes,1256,theme_kiddo/views/snippets/s_cards_grid.xml,1,1
odoo/design-themes#1256,odoo/design-themes,1256,theme_loftspace/__manifest__.py,0,6
odoo/design-themes#1256,odoo/design-themes,1256,theme_loftspace/views/new_page_template.xml,0,339
odoo/design-themes#1256,odoo/design-themes,1256,theme_loftspace/views/snippets/s_color_blocks_2.xml,2,2
odoo/design-themes#1256,odoo/design-themes,1256,theme_monglia/__manifest__.py,0,6
odoo/design-themes#1256,odoo/design-themes,1256,theme_monglia/views/new_page_template.xml,0,221
odoo/design-themes#1256,odoo/design-themes,1256,theme_nano/__manifest__.py,0,14
odoo/design-themes#1256,odoo/design-themes,1256,theme_nano/views/new_page_template.xml,0,454
odoo/design-themes#1256,odoo/design-themes,1256,theme_nano/views/snippets/s_parallax.xml,1,4
